# coordination/total atoms in the system
# A\Na\
# B\Cl\
# shell	r_shell	C_shell
0	0.4995	2.99999857052
1	0.8665	3.99999898607
2	1.1185	11.9999974908
3	1.4995	14.9999973067
4	1.6585	11.9999979265
5	1.8025	11.9999979823
6	2.0615	23.9999961096
7	2.1795	11.9999980796
8	2.2915	23.9999961993
9	2.4995	13.4999978964
