# coordination/total atoms in the system
# A\A\
# B\B\
# shell	r_shell	C_shell
0	0.7075	4.79999851693
1	0.9995	2.39999945782
2	1.2245	9.59999809853
3	1.4145	4.79999911612
4	1.5815	9.59999831222
5	1.7325	3.19999945518
6	1.8705	19.1999968068
7	1.9995	2.39999960799
8	2.1215	14.3999976815
9	2.2365	9.59999847214
10	2.3455	9.59999848666
11	2.4495	9.59999849874
