# coordination/total atoms in the system
# A\B\
# B\A\
# shell	r_shell	C_shell
0	0.7075	1.19999962923
1	0.9995	0.599999864455
2	1.2245	2.39999952463
3	1.4145	1.19999977903
4	1.5815	2.39999957806
5	1.7325	0.799999863796
6	1.8705	4.79999920171
7	1.9995	0.599999901998
8	2.1215	3.59999942037
9	2.2365	2.39999961803
10	2.3455	2.39999962166
11	2.4495	2.39999962468
