# coordination/total atoms in the system
# A\Cl\
# B\Cs\
# shell	r_shell	C_shell
0	0.7075	2.99999907308
1	0.9995	2.2499994917
2	1.2245	5.99999881158
3	1.4145	4.49999917136
4	1.5815	5.99999894514
5	1.7325	2.99999948923
6	1.8705	11.9999980043
7	1.9995	2.24999963249
8	2.1215	8.99999855093
9	2.2365	8.99999856763
10	2.3455	5.99999905416
11	2.4495	8.99999859257
