# coordination/total atoms in the system
# A\Cs\
# B\Cl\
# shell	r_shell	C_shell
0	0.7075	2.99999907308
1	1.2245	5.99999881158
2	1.5815	5.99999894514
3	1.8705	11.9999980043
4	2.1215	8.99999855093
5	2.3455	5.99999905416
