# coordination/total atoms in the system
# A\S\
# B\Zn\
# shell	r_shell	C_shell
0	0.4335	1.99999882812
1	0.8295	5.99999841838
2	1.0895	5.99999872382
3	1.2995	7.99999846528
4	1.4795	11.9999978332
5	1.6395	5.99999895903
6	1.7855	11.9999979764
7	1.9205	17.9999970284
8	2.0465	5.99999902566
9	2.1655	13.9999977563
10	2.2775	17.999997146
11	2.3845	11.9999981142
12	2.4875	17.9999971927
