# coordination/total atoms in the system
# A\A\
# B\B\
# shell	r_shell	C_shell
0	0.9995	2.39999945782
1	1.4145	4.79999911612
2	1.7325	3.19999945518
3	1.9995	2.39999960799
4	2.2365	9.59999847214
5	2.4495	9.59999849874
